time_mult,mem_div,n_through,e_through,time,batch_size
28928,1000,1157.12,None,1.419,1
29184,1000,1167.36,None,1.387,1
29440,1000,1177.6,None,1.435,1
29696,1000,1187.84,None,1.422,1
29952,1000,1198.08,None,1.391,1
30208,1000,1118.8148148148148,None,1.405,1
30464,1000,1128.2962962962963,None,1.416,1
30720,1000,1137.7777777777778,None,1.409,1
30976,1000,1147.2592592592594,None,1.44,1
31232,1000,1156.7407407407406,None,1.457,1
31488,1000,1124.5714285714287,None,1.341,1
31744,1000,1133.7142857142858,None,1.42,1
32000,1000,1142.857142857143,None,1.401,1
32256,1000,1152.0,None,1.383,1
32512,1000,1161.142857142857,None,1.441,1
32768,1000,1170.2857142857142,None,1.485,1
33280,1000,1188.5714285714287,None,1.419,1
33792,1000,1165.2413793103449,None,1.41,1
34304,1000,1182.896551724138,None,1.407,1
34816,1000,1200.551724137931,None,1.398,1
35328,1000,1139.6129032258063,None,1.48,1
35840,1000,1156.1290322580646,None,1.394,1
36352,1000,1172.6451612903227,None,1.435,1
36864,1000,1189.1612903225807,None,1.382,1
37376,1000,1168.0,None,1.423,1
37888,1000,1184.0,None,1.489,1
38400,1000,1200.0,None,1.431,1
38912,1000,1179.1515151515152,None,1.355,1
39424,1000,1194.6666666666667,None,1.424,1
39936,1000,1174.5882352941176,None,1.35,1
40448,1000,1189.6470588235295,None,1.452,1
40960,1000,1170.2857142857142,None,1.415,1
41472,1000,1184.9142857142858,None,1.435,1
41984,1000,1199.5428571428572,None,1.351,1
42496,1000,1180.4444444444443,None,1.351,1
43008,1000,1194.6666666666667,None,1.415,1
43520,1000,1176.2162162162163,None,1.394,1
44032,1000,1190.054054054054,None,1.368,1
44544,1000,1172.2105263157894,None,1.425,1
45056,1000,1185.6842105263158,None,1.464,1
45568,1000,1199.157894736842,None,1.432,1
46080,1000,1181.5384615384614,None,1.419,1
46592,1000,1194.6666666666667,None,1.4,1
47104,1000,1177.6,None,1.449,1
47616,1000,1190.4,None,1.475,1
48128,1000,1173.8536585365853,None,1.361,1
48640,1000,1186.341463414634,None,1.421,1
49152,1000,1198.8292682926829,None,1.463,1
49664,1000,1182.4761904761904,None,1.396,1
50176,1000,1194.6666666666667,None,1.43,1
50688,1000,1178.7906976744187,None,1.391,1
51200,1000,1190.6976744186047,None,1.509,1
51712,1000,1175.2727272727273,None,1.437,1
52224,1000,1186.909090909091,None,1.468,1
52736,1000,1198.5454545454545,None,1.431,1
53248,1000,1183.2888888888888,None,1.35,1
53760,1000,1194.6666666666667,None,1.405,1
54272,1000,1179.8260869565217,None,1.38,1
54784,1000,1190.9565217391305,None,1.457,1
55296,1000,1176.5106382978724,None,1.393,1
55808,1000,1187.404255319149,None,1.374,1
56320,1000,1198.2978723404256,None,1.363,1
56832,1000,1184.0,None,1.467,1
57344,1000,1194.6666666666667,None,1.449,1
57856,1000,1180.734693877551,None,1.418,1
58368,1000,1191.1836734693877,None,1.422,1
58880,1000,1201.6326530612246,None,1.443,1
59392,1000,1187.84,None,1.42,1
59904,1000,1198.08,None,1.425,1
60416,1000,1184.6274509803923,None,1.333,1
60928,1000,1194.6666666666667,None,1.353,1
61440,1000,1181.5384615384614,None,1.506,1
61952,1000,1191.3846153846155,None,1.42,1
62464,1000,1201.2307692307693,None,1.399,1
62976,1000,1188.2264150943397,None,1.434,1
63488,1000,1197.8867924528302,None,1.379,1
64000,1000,1185.1851851851852,None,1.463,1
64512,1000,1194.6666666666667,None,1.442,1
65024,1000,1182.2545454545455,None,1.392,1
65536,1000,1191.5636363636363,None,1.469,1
66560,1000,1188.5714285714287,None,1.436,1
67584,1000,1185.6842105263158,None,1.428,1
68608,1000,1182.896551724138,None,1.322,1
69632,1000,1200.551724137931,None,1.391,1
70656,1000,1197.5593220338983,None,1.388,1
71680,1000,1194.6666666666667,None,1.444,1
72704,1000,1191.8688524590164,None,1.478,1
73728,1000,1189.1612903225807,None,1.466,1
74752,1000,1186.5396825396826,None,1.372,1
75776,1000,1184.0,None,1.337,1
76800,1000,1200.0,None,1.392,1
77824,1000,1197.2923076923078,None,1.402,1
78848,1000,1194.6666666666667,None,1.479,1
79872,1000,1192.1194029850747,None,1.459,1
80896,1000,1189.6470588235295,None,1.442,1
81920,1000,1187.2463768115942,None,1.441,1
82944,1000,1184.9142857142858,None,1.382,1
83968,1000,1199.5428571428572,None,1.435,1
84992,1000,1197.0704225352113,None,1.411,1
86016,1000,1194.6666666666667,None,1.417,1
87040,1000,1192.3287671232877,None,1.475,1
88064,1000,1190.054054054054,None,1.433,1
89088,1000,1187.84,None,1.388,1
90112,1000,1201.4933333333333,None,1.427,1
91136,1000,1199.157894736842,None,1.466,1
92160,1000,1196.8831168831168,None,1.417,1
93184,1000,1194.6666666666667,None,1.353,1
94208,1000,1192.506329113924,None,1.475,1
95232,1000,1190.4,None,1.373,1
96256,1000,1188.3456790123457,None,1.416,1
97280,1000,1200.9876543209878,None,1.418,1
98304,1000,1198.8292682926829,None,1.364,1
99328,1000,1196.7228915662652,None,1.418,1
100352,1000,1194.6666666666667,None,1.431,1
101376,1000,1192.6588235294118,None,1.44,1
102400,1000,1190.6976744186047,None,1.384,1
103424,1000,1188.7816091954023,None,1.444,1
104448,1000,1200.551724137931,None,1.399,1
105472,1000,1198.5454545454545,None,1.446,1
106496,1000,1196.5842696629213,None,1.402,1
107520,1000,1194.6666666666667,None,1.368,1
108544,1000,1192.7912087912089,None,1.408,1
109568,1000,1190.9565217391305,None,1.406,1
110592,1000,1189.1612903225807,None,1.429,1
111616,1000,1200.1720430107528,None,1.401,1
112640,1000,1198.2978723404256,None,1.364,1
113664,1000,1196.463157894737,None,1.376,1
114688,1000,1194.6666666666667,None,1.38,1
115712,1000,1192.9072164948454,None,1.435,1
116736,1000,1191.1836734693877,None,1.428,1
117760,1000,1201.6326530612246,None,1.391,1
118784,1000,1199.8383838383838,None,1.401,1
119808,1000,1198.08,None,1.41,1
120832,1000,1196.3564356435643,None,1.436,1
121856,1000,1194.6666666666667,None,1.434,1
122880,1000,1193.009708737864,None,1.337,1
123904,1000,1191.3846153846155,None,1.467,1
124928,1000,1201.2307692307693,None,1.5,1
125952,1000,1199.5428571428572,None,1.518,1
126976,1000,1197.8867924528302,None,1.446,1
128000,1000,1196.2616822429907,None,1.454,1
129024,1000,1194.6666666666667,None,1.423,1
130048,1000,1193.1009174311926,None,1.416,1
131072,1000,1191.5636363636363,None,1.461,1
133120,1000,1199.2792792792793,None,1.346,1
135168,1000,1196.1769911504425,None,1.398,1
137216,1000,1193.182608695652,None,1.401,1
139264,1000,1200.551724137931,None,1.357,1
141312,1000,1197.5593220338983,None,1.408,1
143360,1000,1194.6666666666667,None,1.378,1
145408,1000,1201.719008264463,None,1.437,1
147456,1000,1198.8292682926829,None,1.509,1
149504,1000,1196.032,None,1.447,1
151552,1000,1193.3228346456692,None,1.319,1
153600,1000,1200.0,None,1.385,1
155648,1000,1197.2923076923078,None,1.446,1
157696,1000,1194.6666666666667,None,1.404,1
159744,1000,1201.0827067669172,None,1.394,1
161792,1000,1198.4592592592592,None,1.403,1
163840,1000,1195.912408759124,None,1.42,1
165888,1000,1193.4388489208634,None,1.365,1
167936,1000,1199.5428571428572,None,1.356,1
169984,1000,1197.0704225352113,None,1.358,1
172032,1000,1194.6666666666667,None,1.385,1
174080,1000,1200.551724137931,None,1.396,1
176128,1000,1198.1496598639455,None,1.463,1
178176,1000,1195.8120805369128,None,1.385,1
180224,1000,1201.4933333333333,None,1.436,1
182272,1000,1199.157894736842,None,1.492,1
184320,1000,1196.8831168831168,None,1.405,1
186368,1000,1194.6666666666667,None,1.397,1
188416,1000,1200.1019108280254,None,1.445,1
190464,1000,1197.8867924528302,None,1.39,1
192512,1000,1195.7267080745341,None,1.413,1
194560,1000,1200.9876543209878,None,1.418,1
196608,1000,1198.8292682926829,None,1.505,1
198656,1000,1196.7228915662652,None,1.406,1
200704,1000,1201.820359281437,None,1.421,1
202752,1000,1199.715976331361,None,1.418,1
204800,1000,1197.6608187134502,None,1.455,1
206848,1000,1195.6531791907514,None,1.496,1
208896,1000,1200.551724137931,None,1.395,1
210944,1000,1198.5454545454545,None,1.384,1
212992,1000,1196.5842696629213,None,1.404,1
215040,1000,1201.340782122905,None,1.416,1
217088,1000,1199.3812154696132,None,1.502,1
219136,1000,1197.464480874317,None,1.379,1
221184,1000,1195.5891891891893,None,1.382,1
223232,1000,1200.1720430107528,None,1.444,1
225280,1000,1198.2978723404256,None,1.399,1
227328,1000,1196.463157894737,None,1.374,1
229376,1000,1200.9214659685863,None,1.465,1
231424,1000,1199.0880829015543,None,1.408,1
233472,1000,1197.2923076923078,None,1.388,1
235520,1000,1201.6326530612246,None,1.482,1
237568,1000,1199.8383838383838,None,1.406,1
239616,1000,1198.08,None,1.473,1
241664,1000,1196.3564356435643,None,1.518,1
243712,1000,1200.551724137931,None,1.366,1
245760,1000,1198.8292682926829,None,1.476,1
247808,1000,1197.1400966183576,None,1.464,1
249856,1000,1201.2307692307693,None,1.49,1
251904,1000,1199.5428571428572,None,1.381,1
253952,1000,1197.8867924528302,None,1.483,1
256000,1000,1201.8779342723005,None,1.473,1
258048,1000,1200.2232558139535,None,1.458,1
260096,1000,1198.5990783410139,None,1.405,1
262144,1000,1197.0045662100456,None,1.37,1
266240,1000,1199.2792792792793,None,1.414,1
270336,1000,1201.4933333333333,None,1.432,1
274432,1000,1198.3930131004367,None,1.424,1
278528,1000,1200.551724137931,None,1.37,1
282624,1000,1197.5593220338983,None,1.468,1
286720,1000,1199.6652719665271,None,1.452,1
290816,1000,1201.719008264463,None,1.413,1
294912,1000,1198.8292682926829,None,1.391,1
299008,1000,1200.8353413654618,None,1.462,1
303104,1000,1198.0395256916995,None,1.423,1
307200,1000,1200.0,None,1.388,1
311296,1000,1201.915057915058,None,1.488,1
315392,1000,1199.2091254752852,None,1.41,1
319488,1000,1201.0827067669172,None,1.404,1
323584,1000,1198.4592592592592,None,1.476,1
327680,1000,1200.2930402930403,None,1.448,1
331776,1000,1197.7472924187725,None,1.415,1
335872,1000,1199.5428571428572,None,1.421,1
339968,1000,1201.3003533568904,None,1.434,1
344064,1000,1198.8292682926829,None,1.481,1
348160,1000,1200.551724137931,None,1.455,1
352256,1000,1198.1496598639455,None,1.357,1
356352,1000,1199.8383838383838,None,1.405,1
360448,1000,1201.4933333333333,None,1.37,1
364544,1000,1199.157894736842,None,1.478,1
368640,1000,1200.7817589576548,None,1.421,1
372736,1000,1198.508038585209,None,1.507,1
376832,1000,1200.1019108280254,None,1.542,1
380928,1000,1201.6656151419559,None,1.421,1
385024,1000,1199.4517133956385,None,1.473,1
389120,1000,1200.9876543209878,None,1.367,1
393216,1000,1198.8292682926829,None,1.422,1
397312,1000,1200.3383685800604,None,1.347,1
401408,1000,1201.820359281437,None,1.412,1
405504,1000,1199.715976331361,None,1.39,1
409600,1000,1201.1730205278593,None,1.37,1
413696,1000,1199.1188405797102,None,1.389,1
417792,1000,1200.551724137931,None,1.412,1
421888,1000,1198.5454545454545,None,1.438,1
425984,1000,1199.9549295774648,None,1.354,1
